"Fecha","Hora","Jornada","Día","Local.Visitante","Resultado","GF","GC","Rival","Goles Marcados","Disparos","Disparos a puerta","% DisparosPuerta","Goles/Disparo","Goles/DisparoPuerta","Distancia","FK","PK","PKatt","xG","xG - nopenalty","npxG/Sh","G-xG","np:G-xG","Informe"
"2023-02-19","18:30","Matchweek 22","Sun","Home","W","1","0","Atlético Madrid","1","17","5","29.4","0.06","0.20","19.8","1","0","0","1.2","1.2","0.07","-0.2","-0.2","Match Report"
"2023-02-26","14:00","Matchweek 23","Sun","Away","W","3","2","Girona","1","8","4","50.0","0.13","0.25","10.9","0","0","0","1.1","1.1","0.16","-0.1","-0.1","Match Report"
"2023-03-05","18:30","Matchweek 24","Sun","Home","D","0","0","Rayo Vallecano","0","18","2","11.1","0.00","0.00","18.5","1","0","0","1.1","1.1","0.06","-1.1","-1.1","Match Report"
"2023-03-12","21:00","Matchweek 25","Sun","Away","W","1","0","Barcelona","1","10","2","20.0","0.10","0.50","17.2","0","0","0","0.9","0.9","0.09","+0.1","+0.1","Match Report"
"2023-03-17","21:00","Matchweek 26","Fri","Home","L","1","3","Valladolid","1","15","3","20.0","0.07","0.33","18.6","0","0","0","1.1","1.1","0.08","-0.1","-0.1","Match Report"
"2023-04-01","16:15","Matchweek 27","Sat","Away","D","0","0","Getafe","0","10","1","10.0","0.00","0.00","14.1","1","0","0","0.8","0.8","0.08","-0.8","-0.8","Match Report"
"2023-04-08","16:15","Matchweek 28","Sat","Home","L","1","2","Espanyol","1","9","2","22.2","0.11","0.50","18.3","0","0","0","0.9","0.9","0.10","+0.1","+0.1","Match Report"
"2023-04-15","16:15","Matchweek 29","Sat","Away","L","0","2","Real Sociedad","0","13","4","30.8","0.00","0.00","17.3","1","0","0","1.4","1.4","0.11","-1.4","-1.4","Match Report"
"2023-04-22","16:15","Matchweek 30","Sat","Home","L","1","2","Almería","1","12","4","33.3","0.08","0.25","19.9","2","0","0","0.8","0.8","0.06","+0.2","+0.2","Match Report"
"2023-04-27","22:00","Matchweek 31","Thu","Away","W","1","0","Sevilla","1","3","0","0.0","0.00","","19.2","0","1","1","1.0","0.3","0.08","0.0","-0.3","Match Report"
"2023-05-01","19:00","Matchweek 32","Mon","Home","D","1","1","Mallorca","1","9","2","22.2","0.11","0.50","13.2","0","0","0","0.9","0.9","0.11","+0.1","+0.1","Match Report"
"2023-05-04","22:00","Matchweek 33","Thu","Away","W","1","0","Betis","1","12","2","16.7","0.08","0.50","21.1","1","0","0","1.2","1.2","0.10","-0.2","-0.2","Match Report"
"2023-05-13","18:30","Matchweek 34","Sat","Home","W","5","1","Villarreal","4","17","11","64.7","0.24","0.36","16.3","1","0","0","3.2","3.2","0.21","+0.8","+0.8","Match Report"
"2023-05-20","16:15","Matchweek 35","Sat","Away","L","1","2","Celta Vigo","1","8","3","37.5","0.13","0.33","22.6","0","0","0","0.5","0.5","0.06","+0.5","+0.5","Match Report"
"2023-05-25","21:30","Matchweek 36","Thu","Home","W","2","0","Osasuna","2","9","3","33.3","0.22","0.67","18.4","1","0","0","0.8","0.8","0.09","+1.2","+1.2","Match Report"
"2023-05-28","19:00","Matchweek 37","Sun","Away","W","1","0","Elche","1","6","2","33.3","0.17","0.50","14.2","0","0","0","0.9","0.9","0.15","+0.1","+0.1","Match Report"
"2023-06-04","18:30","Matchweek 38","Sun","Home","D","1","1","Real Madrid","1","8","1","12.5","0.00","0.00","17.9","0","1","1","1.8","1.0","0.12","-0.8","-1.0","Match Report"
