"Fecha","Hora","Jornada","Día","Local.Visitante","Resultado","GF","GC","Rival","Goles Marcados","Disparos","Disparos a puerta","% DisparosPuerta","Goles/Disparo","Goles/DisparoPuerta","Distancia","FK","PK","PKatt","xG","xG - nopenalty","npxG/Sh","G-xG","np:G-xG","Informe"
"2021-02-21","21:00","Matchweek 24","Sun","Away","D","1","1","Villarreal","1","3","2","66.7","0.33","0.50","33.5","0","0","0","0.1","0.1","0.03","+0.9","+0.9","Match Report"
"2021-02-26","21:00","Matchweek 25","Fri","Home","D","1","1","Levante","1","9","3","33.3","0.00","0.00","23.3","1","1","1","1.2","0.4","0.05","-0.2","-0.4","Match Report"
"2021-03-07","21:00","Matchweek 26","Sun","Away","L","1","2","Granada","1","13","3","23.1","0.08","0.33","16.1","0","0","0","2.0","2.0","0.16","-1.0","-1.0","Match Report"
"2021-03-10","19:00","Matchweek 18","Wed","Home","W","2","1","Atlético Madrid","2","10","4","40.0","0.10","0.25","20.8","0","1","1","1.5","0.8","0.08","+0.5","+0.2","Match Report"
"2021-03-14","14:00","Matchweek 27","Sun","Home","D","0","0","Celta Vigo","0","12","3","25.0","0.00","0.00","22.8","1","0","0","1.2","1.2","0.10","-1.2","-1.2","Match Report"
"2021-03-20","14:00","Matchweek 28","Sat","Away","D","1","1","Eibar","1","4","2","50.0","0.25","0.50","11.6","0","0","0","0.6","0.6","0.14","+0.4","+0.4","Match Report"
"2021-04-07","21:00","Matchweek 29","Wed","Home","D","1","1","Real Sociedad","1","12","2","16.7","0.08","0.50","17.2","0","0","0","0.9","0.9","0.08","+0.1","+0.1","Match Report"
"2021-04-10","16:15","Matchweek 30","Sat","Away","D","0","0","Alavés","0","9","0","0.0","0.00","","17.2","0","0","0","0.5","0.5","0.06","-0.5","-0.5","Match Report"
"2021-04-21","20:00","Matchweek 31","Wed","Home","D","0","0","Betis","0","6","2","33.3","0.00","0.00","18.1","0","0","0","0.2","0.2","0.04","-0.2","-0.2","Match Report"
"2021-04-25","21:00","Matchweek 32","Sun","Away","L","1","2","Atlético Madrid","1","14","3","21.4","0.07","0.33","20.8","0","0","0","0.8","0.8","0.06","+0.2","+0.2","Match Report"
"2021-04-28","19:00","Matchweek 33","Wed","Away","D","2","2","Valladolid","2","14","4","28.6","0.14","0.50","18.5","0","0","0","0.8","0.8","0.06","+1.2","+1.2","Match Report"
"2021-05-03","21:00","Matchweek 34","Mon","Home","L","0","1","Sevilla","0","18","3","16.7","0.00","0.00","16.3","0","0","0","1.1","1.1","0.06","-1.1","-1.1","Match Report"
"2021-05-08","21:00","Matchweek 35","Sat","Away","D","2","2","Osasuna","2","13","4","30.8","0.15","0.50","19.3","1","0","0","1.3","1.3","0.10","+0.7","+0.7","Match Report"
"2021-05-12","20:00","Matchweek 36","Wed","Home","W","1","0","Huesca","1","18","6","33.3","0.06","0.17","21.9","1","0","0","1.0","1.0","0.06","0.0","0.0","Match Report"
"2021-05-16","18:30","Matchweek 37","Sun","Away","W","1","0","Real Madrid","1","11","2","18.2","0.09","0.50","25.4","1","0","0","1.0","1.0","0.09","0.0","0.0","Match Report"
"2021-05-22","18:00","Matchweek 38","Sat","Home","W","2","0","Elche","2","8","3","37.5","0.25","0.67","15.9","0","0","0","1.0","1.0","0.13","+1.0","+1.0","Match Report"
