"Fecha","Hora","Jornada","Día","Local.Visitante","Resultado","GF","GC","Rival","Goles Marcados","Disparos","Disparos a puerta","% DisparosPuerta","Goles/Disparo","Goles/DisparoPuerta","Distancia","FK","PK","PKatt","xG","xG - nopenalty","npxG/Sh","G-xG","np:G-xG","Informe"
"2023-11-27","21:00","Matchweek 14","Mon","Home","D","1","1","Girona","1","13","2","15.4","0.08","0.50","15.6","0","0","0","1.3","1.3","0.10","-0.3","-0.3","Match Report"
"2023-12-02","16:15","Matchweek 15","Sat","Away","L","0","4","Rayo Vallecano","0","11","3","27.3","0.00","0.00","22.0","1","0","0","0.5","0.5","0.05","-0.5","-0.5","Match Report"
"2023-12-11","21:00","Matchweek 16","Mon","Home","D","1","1","Granada","0","7","2","28.6","0.00","0.00","14.9","0","0","0","0.7","0.7","0.10","-0.7","-0.7","Match Report"
"2023-12-16","16:15","Matchweek 17","Sat","Away","L","0","2","Atlético Madrid","0","7","3","42.9","0.00","0.00","18.6","0","0","0","0.4","0.4","0.06","-0.4","-0.4","Match Report"
"2023-12-20","21:30","Matchweek 18","Wed","Away","L","0","1","Las Palmas","0","5","1","20.0","0.00","0.00","17.5","0","0","0","0.3","0.3","0.07","-0.3","-0.3","Match Report"
"2024-01-04","19:15","Matchweek 19","Thu","Home","L","0","2","Sevilla","0","11","2","18.2","0.00","0.00","15.0","1","0","0","0.7","0.7","0.06","-0.7","-0.7","Match Report"
"2024-01-13","18:30","Matchweek 20","Sat","Away","L","1","2","Real Sociedad","1","9","1","11.1","0.11","1.00","18.1","1","0","0","1.1","1.1","0.14","-0.1","-0.1","Match Report"
"2024-01-20","18:30","Matchweek 21","Sat","Home","W","1","0","Valencia","1","6","1","16.7","0.17","1.00","12.6","0","0","0","0.9","0.9","0.15","+0.1","+0.1","Match Report"
"2024-01-28","16:15","Matchweek 22","Sun","Home","D","0","0","Cádiz","0","9","2","22.2","0.00","0.00","23.6","2","0","0","0.4","0.4","0.04","-0.4","-0.4","Match Report"
"2024-02-02","21:00","Matchweek 23","Fri","Away","L","0","4","Mallorca","0","6","2","33.3","0.00","0.00","19.0","0","0","0","0.4","0.4","0.06","-0.4","-0.4","Match Report"
"2024-02-12","21:00","Matchweek 24","Mon","Home","D","0","0","Almería","0","10","4","40.0","0.00","0.00","19.4","0","0","0","0.9","0.9","0.09","-0.9","-0.9","Match Report"
"2024-02-19","21:00","Matchweek 25","Mon","Away","L","2","3","Girona","2","12","5","41.7","0.17","0.40","14.2","0","0","0","2.1","2.1","0.18","-0.1","-0.1","Match Report"
"2024-02-25","16:15","Matchweek 26","Sun","Home","W","3","1","Betis","2","13","5","38.5","0.15","0.40","23.4","2","0","0","1.2","1.2","0.09","+0.8","+0.8","Match Report"
"2024-03-03","21:00","Matchweek 27","Sun","Away","D","0","0","Barcelona","0","8","1","12.5","0.00","0.00","22.5","0","0","0","0.7","0.7","0.09","-0.7","-0.7","Match Report"
"2024-03-10","15:15","Matchweek 28","Sun","Home","L","0","2","Las Palmas","0","14","2","14.3","0.00","0.00","19.8","1","0","0","1.2","1.2","0.09","-1.2","-1.2","Match Report"
"2024-03-16","21:00","Matchweek 29","Sat","Away","L","0","2","Alavés","0","6","2","33.3","0.00","0.00","21.7","0","0","1","1.3","0.5","0.09","-1.3","-0.5","Match Report"
"2024-03-31","21:00","Matchweek 30","Sun","Home","W","2","0","Real Madrid","2","9","4","44.4","0.22","0.50","18.8","0","0","0","1.1","1.1","0.12","+0.9","+0.9","Match Report"
"2024-04-14","18:30","Matchweek 31","Sun","Away","D","1","1","Villarreal","1","8","1","12.5","0.00","0.00","19.3","0","1","2","2.1","0.5","0.07","-1.1","-0.5","Match Report"
"2024-04-19","21:00","Matchweek 32","Fri","Away","D","1","1","Granada","0","5","0","0.0","0.00","","23.4","0","0","0","0.2","0.2","0.03","-0.2","-0.2","Match Report"
"2024-04-27","21:00","Matchweek 33","Sat","Home","W","3","1","Atlético Madrid","2","8","3","37.5","0.25","0.67","18.4","0","0","0","0.8","0.8","0.11","+1.2","+1.2","Match Report"
"2024-05-03","21:00","Matchweek 34","Fri","Home","L","0","2","Getafe","0","33","8","24.2","0.00","0.00","17.7","1","0","1","4.5","3.7","0.12","-4.5","-3.7","Match Report"
"2024-05-11","21:00","Matchweek 35","Sat","Away","D","2","2","Osasuna","2","13","3","23.1","0.15","0.67","23.1","0","0","0","1.0","1.0","0.08","+1.0","+1.0","Match Report"
"2024-05-15","22:00","Matchweek 36","Wed","Home","W","2","1","Celta Vigo","2","10","4","40.0","0.20","0.50","16.3","0","0","0","0.7","0.7","0.07","+1.3","+1.3","Match Report"
"2024-05-19","19:00","Matchweek 37","Sun","Away","L","0","2","Sevilla","0","9","4","44.4","0.00","0.00","16.3","0","0","0","0.9","0.9","0.10","-0.9","-0.9","Match Report"
"2024-05-25","18:30","Matchweek 38","Sat","Home","L","0","1","Rayo Vallecano","0","17","4","23.5","0.00","0.00","21.6","2","0","0","1.1","1.1","0.06","-1.1","-1.1","Match Report"
